stage,source_module,timestamp,dispersion_module,count,source_modules,dispersion modules
beginJob(),AreaSource,0.029522,,,,
beginJob(),MovementSource,1.043441,,,,
beginJob(),ParkingSource,0.0,,,,
beginJob(),PointSource,0.0,,,,
beginJob(),,28.695317,AUSTAL2000,,,
process(),,9.112801,,1.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,7.643356,,2.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,2.430115,,3.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,1.178429,,4.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,0.059976,,5.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,2.230094,,6.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,2.806603,,7.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,6.704128,,8.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,2.426763,,9.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,2.426395,,10.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,1.90403,,11.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,2.879814,,12.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,3.059068,,13.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,2.162743,,14.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,0.251425,,15.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,5.073676,,16.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,3.541871,,17.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,1.974367,,18.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,4.801227,,19.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,0.102568,,20.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,0.098045,,21.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,0.14126,,22.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,0.09155,,23.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,0.103626,,24.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,2.131893,,25.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,2.876775,,26.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,7.13407,,27.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,5.731386,,28.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,5.564614,,29.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
process(),,8.97356,,30.0,"AreaSource, MovementSource, ParkingSource, PointSource",AUSTAL2000
